,F,I,tfidf,H,H-tilde,H-tilde_std,N
SHOX2,1.6018561668519014e-07,0.2495000000000025,8.125709908130062,2.75,2.9995000000000025,0.011169153958101924,8
SHPK,2.9434107065903686e-06,0.1460037050314389,4.519576566028972,7.031271749583552,7.177275454614991,0.017659465213075515,147
SHPRH,1.1092853955449417e-05,0.14219039905495556,3.1912062627871465,8.887119647959596,9.029310047014551,0.017287677877805257,554
SHQ1,4.7655220963844065e-06,0.2865418981698129,4.36075071229572,7.571734347385334,7.858276245555147,0.01731716598857498,238
SHROOM1,1.894194917302373e-05,0.17465904204789595,2.764643156064394,9.568646251321171,9.743305293369067,0.01675831104447389,946
SHROOM2,8.469814482229428e-06,0.42039607469689066,4.1581640483762525,8.238643773988338,8.659039848685229,0.017820345820185064,423
SHROOM3,2.6490696359313317e-05,0.41122287398558477,2.9012745461054337,9.762715322239508,10.173938196225093,0.01635037267240445,1323
SHROOM4,7.809048813403019e-07,0.26945865390171786,6.342714293178392,5.009635872652929,5.279094526554647,0.018194001644274933,39
SHTN1,3.295819063297787e-05,0.26743014987978064,2.4713920064134762,10.176241478213633,10.443671628093414,0.016078751702706336,1646
SIAE,2.1484895837901127e-05,0.4178737650332742,3.1975287447805063,9.488284268022358,9.906158033055632,0.016405506306494382,1073
SIAH1,2.2205731112984483e-05,0.17639855189240095,2.6522858084601784,9.772322099183697,9.948720651076098,0.01684842189553505,1109
SIAH2,2.4408283342405847e-05,0.228093511693098,2.6456788751123774,9.842174599729947,10.070268111423045,0.016469786175507286,1219
SIAH3,1.0011601042824384e-07,0.3996000000000306,9.587014946936534,1.9219280948873623,2.321528094887393,0.012642784498620697,5
SIDT1,1.541786560594955e-06,0.1021541292488033,5.026567254371178,6.153086703004466,6.2552408322532695,0.01761682475797946,77
SIDT2,3.427972197063069e-05,0.25664494746560607,2.411967131612029,10.234887983791698,10.491532931257304,0.015965435497023294,1712
SIGIRR,2.4067888906949816e-05,0.18283687457261166,2.574526896709799,9.870184765167187,10.053021639739798,0.016078901131293337,1202
SIGLEC1,6.00696062569463e-08,-1.5543122344752192e-15,7.957294030001009,1.584962500721156,1.5849625007211545,2.2598729860936256e-07,3
SIGLEC11,5.005800521412191e-07,0.26579550008659414,6.77825439239864,4.373660689688186,4.63945618977478,0.018927229051667722,25
SIGLEC12,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
SIGLEC14,2.2025522294213642e-07,0.17999999999996064,7.428653348242581,3.2776134368191157,3.4576134368190763,0.01809068068079065,11
SIGLEC15,1.0612297105393845e-06,0.17987254929243335,5.72477877731969,5.5392412092801795,5.719113758572613,0.018628556447299067,53
SIGLEC17P,7.208352750833556e-07,1.642749136355767,15.234854682160579,3.522620309531022,5.165369445886789,0.01583830329976952,36
SIGLEC6,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
SIGLEC7,1.6018561668519014e-07,-0.0009999999999976694,6.976464776989283,3.0,2.9990000000000023,0.01577973384251135,8
SIGLEC8,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
SIGLEC9,2.2025522294213642e-07,0.5441818181817784,9.592639068360263,2.913977073182752,3.4581588913645303,0.015158664987140556,11
SIGMAR1,5.007802841620756e-05,0.28658048881038845,2.181938858619648,10.648316325376417,10.934896814186805,0.014878175012422131,2501
SIK1,2.0023202085648767e-07,-0.0018000000000424343,6.753321225675073,3.321928094887362,3.3201280948873197,0.01888809149012385,10
SIK2,7.516710062952547e-05,0.438125242577458,2.149993004098176,10.928758954889899,11.366884197467357,0.01447379100275022,3754
SIK3,3.750345750642014e-05,0.15364907115385762,2.1692005927211833,10.44584098216395,10.599490053317808,0.015137160895037164,1873
SIKE1,2.9794524703445365e-05,0.20530634434081385,2.4315110939418147,10.114575942148345,10.31988228648916,0.01632526069831866,1488
SIL1,9.89146183031049e-05,0.351716110989047,1.7509278629188465,11.277139906829545,11.628856017818592,0.012906167821836564,4940
SIM1,1.5538004818463444e-05,0.328881265678886,3.2943030883424713,9.153628008434366,9.482509274113252,0.017554896083817984,776
SIM2,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
SIMC1,9.57109059694011e-06,0.22346463452874943,3.521053542074673,8.604058642748683,8.827523277277432,0.016878040433325626,478
SIN3A,1.719993059157229e-05,0.2556924881330538,3.0312562740192606,9.360952487013458,9.616644975146512,0.01682473966556787,859
SIN3B,2.2746357569297e-05,0.30793368803669985,2.8535817153862135,9.67192880701936,9.979862495056059,0.016820302434900857,1136
SIPA1,1.6138700881032906e-05,0.2348933234505317,3.053262307121505,9.297827126494541,9.532720449945073,0.016590509435727912,806
SIPA1L1,2.7471833261510107e-05,0.24135156084266818,2.56391765220406,9.977563245111721,10.21891480595439,0.01647963359615355,1372
SIPA1L2,1.944252922516495e-05,0.4462653921487263,3.307741184225966,9.332451883982833,9.778717276131559,0.01679952140090426,971
SIPA1L3,5.6125035446073494e-05,0.25057847446410975,2.0220874319789255,10.810038348698475,11.060616823162585,0.014938532846054925,2803
SIRPA,1.944252922516495e-05,0.5677887418245682,3.610728393768778,9.210691830595017,9.778480572419586,0.01677942352520337,971
SIRPB1,1.201392125138926e-07,-0.0006666666666501619,7.2641468494410635,2.584962500721156,2.584295834054506,0.014892205265464926,6
SIRPG,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
SIRT1,1.9742877256449685e-05,0.24376196721687826,2.8917233996230967,9.553782512336609,9.797544479553487,0.01661555999054097,986
SIRT2,2.3727494471493788e-05,0.1063993828410208,2.4514061424288585,9.927474740377232,10.033874123218252,0.016621034916782358,1185
SIRT3,1.2634640516044371e-05,0.20627660506408318,3.222050503009398,8.998709110947745,9.204985716011828,0.01686513854960528,631
SIRT4,8.009280834259507e-07,0.19373112781252289,6.080430422458899,5.1219280948873624,5.315659222699885,0.017672912554519908,40
SIRT5,8.830232119771106e-06,0.21732457969935481,3.5909010422449783,8.499432039410543,8.716756619109898,0.01699124046689681,441
SIRT6,1.6118677678947257e-05,0.0919145843045932,2.758274722603761,9.438851603428699,9.530766187733292,0.016658259392213912,805
SIRT7,1.2254199676417045e-05,0.09857348269997246,3.010619552057814,9.066611882721796,9.165185365421769,0.016809575586907415,612
SIT1,2.402784250277852e-07,0.49833333333323804,9.144908988443866,3.084962500721156,3.583295834054394,0.016583123974600662,12
SIVA1,8.75414395184564e-05,0.06758144325843851,1.4130351057251898,11.447638756458199,11.515220199716637,0.01341818489435543,4372
SIX1,2.0023202085648767e-07,0.19959999999995803,7.620757490369889,3.121928094887362,3.32152809488732,0.008935323168914872,10
SIX2,8.750139311428512e-06,0.3754649363483633,4.007921579529926,8.328644976428123,8.704109912776486,0.01775633508950464,437
SIX3,1.8201090695854727e-05,1.5122105097700018,6.940917471941541,8.179446004997391,9.691656514767393,0.016525058676845724,909
SIX4,1.962273804393579e-06,0.2576081968331252,5.243637025543371,6.341700787970683,6.599308984803808,0.017906409019897353,98
SIX5,1.265466371813002e-05,0.2771332483137474,3.3703626887556952,8.92946361996462,9.206596868278368,0.01754821608245156,632
SIX6,6.00696062569463e-08,-1.5543122344752192e-15,7.957294030001009,1.584962500721156,1.5849625007211545,2.2598729860936256e-07,3
SKA2,2.2105615102556237e-05,0.30579299022971895,2.888320414849698,9.63820134488443,9.94399433511415,0.016162719097205635,1104
SKA3,1.802088187708389e-07,0.4426666666666632,9.141423646646322,2.7254805569978675,3.1681472236645307,0.01979649551749992,9
SKAP1,2.2025522294213643e-06,0.2448077127468089,5.14657702075147,6.519951645323173,6.764759358069982,0.017362607981237996,110
SKAP2,2.0703990956560826e-05,0.2727236322785149,2.893304138659488,9.585479833456507,9.858203465735022,0.016317294747310983,1034
SKI,2.496893300080401e-05,0.1664691437141137,2.517971409390631,9.931697975125381,10.098167118839495,0.016643134343141536,1247
SKIL,2.953422307633193e-05,0.3894456627654499,2.7826984793839706,9.920686894523536,10.310132557288986,0.016276660863134645,1475
SKIV2L,2.4228074523635007e-05,0.13596161883096514,2.4817338865110554,9.92499191063144,10.060953529462406,0.016188591198970054,1210
SKIV2L2,2.546951305294523e-05,0.12716848702373618,2.4360559161055004,9.997554535439017,10.124723022462753,0.016237153262729013,1272
SKOR1,2.0023202085648767e-07,0.19859999999995814,7.620757490369889,3.121928094887362,3.32052809488732,0.01667453148176328,10
SKP1,0.00028104566447416607,0.1398187534106725,0.8989587215765644,12.221077407097976,12.360896160508648,0.009033837327117598,14036
SKP2,2.903364302419071e-06,0.13554858372151735,4.4994003374189555,7.022978831379325,7.158527415100842,0.01755027105191117,145
SLA,1.9222274002222816e-06,1.6427567332266966,12.880864474932437,4.92674192035889,6.569498653585587,0.018170811847079003,96
SLA2,6.207192646551117e-07,0.21280282265044814,6.336955573689692,4.736296713542892,4.94909953619334,0.017640059418224142,31
SLAIN1,7.568770388375234e-06,0.22739197555624102,3.7602848917308553,8.277124864668645,8.504516840224886,0.017175640576567914,378
SLAIN2,3.686271503967938e-05,0.21359985883613497,2.2975640056093396,10.366163460184458,10.579763319020593,0.015700408707753813,1841
SLAMF7,1.3415545397384674e-06,1.2770508996265777,10.529640092315436,4.778317922733982,6.05536882236056,0.01816351925658226,67
SLAMF8,6.607656688264092e-07,0.6246935606715498,8.082047171441614,4.415458134444409,5.040151695115958,0.01546345557675648,33
SLAMF9,3.2037123337038027e-07,0.9185554688852187,12.193211984591821,3.077819531114783,3.996375000000002,0.02097580451384218,16
SLBP,3.498053404362839e-05,0.16942265276324697,2.2432762145956735,10.346926323364565,10.516348976127812,0.015639424046441273,1747
SLC10A1,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
SLC10A2,1.0011601042824384e-07,-0.0015999999999691816,7.446468406235018,2.321928094887362,2.320328094887393,0.025247574138472048,5
SLC10A3,2.108443179618815e-05,0.09178820270124177,2.5222919600589577,9.791402541505665,9.883190744206907,0.017065722537788687,1053
SLC10A4,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
SLC10A5,4.0046404171297534e-07,0.09679999999992184,6.433123515265977,4.221928094887363,4.318728094887285,0.01760000001928833,20
SLC10A6,6.00696062569463e-08,-0.0006666666666683696,7.957294030001009,1.584962500721156,1.5842958340544877,0.021071307506925225,3
SLC10A7,6.427447869493254e-06,0.19822008969789806,3.8507929501515488,8.07759988282035,8.275819972518248,0.017607727903598106,321
SLC11A1,2.3827610481922032e-06,0.5988470064935241,5.943522754352967,6.278144839062111,6.876991845555635,0.01700627921291226,119
SLC11A2,4.232904920906149e-05,0.23847427588307646,2.219465471379323,10.503751219590486,10.742225495473562,0.015769362658717118,2114
SLC12A1,2.0023202085648767e-07,-0.0020000000000424123,6.753321225675073,3.321928094887362,3.3199280948873198,0.019899748745576273,10
SLC12A2,3.183689131618154e-05,1.0540604347208422,4.2504285439305685,9.347056697676377,10.40111713239722,0.015423961355774948,1590
SLC12A3,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
SLC12A4,9.050487342713242e-06,0.09887147008957875,3.297560879263051,8.65145183297605,8.75032330306563,0.01760552492336184,452
SLC12A5,3.2838051420463975e-06,0.5957435948358976,5.658295951062269,6.736737751397809,7.332481346233706,0.017333196961795617,164
SLC12A6,1.2955011749414752e-05,0.38222461173898203,3.598523408652839,8.856830683299608,9.23905529503859,0.0172869944798545,647
SLC12A7,7.650865516926394e-05,0.7431874182253004,2.6881881896204427,10.640679608309679,11.383867026534979,0.014256235403662871,3821
SLC12A8,4.785545298470055e-06,0.1065667850936105,3.9329807022272285,7.758607393754807,7.8651741788484175,0.016630639217396156,239
SLC12A9,1.0832552328335983e-05,0.16830778021674142,3.266706929125765,8.828026188600738,8.99633396881748,0.01624368130569526,541
SLC13A1,1.6018561668519014e-07,-0.0024999999999986144,6.976464776989283,3.0,2.9975000000000014,0.024874685930577803,8
SLC13A2,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
SLC13A3,7.208352750833556e-07,0.10544444444447709,5.854813193703131,5.058813890331201,5.1642583347756785,0.01735575471639111,36
SLC13A4,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
SLC13A5,2.0023202085648767e-07,-0.0016000000000424563,6.753321225675073,3.321928094887362,3.3203280948873197,0.017816845964941354,10
SLC14A1,2.7832250899051785e-06,1.060842788148367,7.999290688833809,6.037367717128994,7.098210505277361,0.017590035407372445,139
SLC14A2,8.009280834259507e-08,1.1887218755408684,16.72551827621835,0.8112781244591329,2.0000000000000013,0.0,4
SLC15A1,2.1825290273357154e-06,0.22854681917106046,5.035570021423353,6.52272664127084,6.7512734604419,0.016997611445469515,109
SLC15A2,6.80788870912058e-07,0.17047058823524708,6.165975802653389,4.910992253015045,5.081462841250292,0.019650580876647554,34
SLC15A3,4.725475692213109e-06,1.1457843307736075,7.391515014628407,6.7002058065643,7.845990137337908,0.01764942090014828,236
SLC15A4,3.804408396273266e-05,0.5202443500346199,2.863051537047871,10.097131907892383,10.617376257927003,0.015264920803373045,1900
SLC16A1,3.824431598358915e-06,0.5134240523623381,5.327460562462393,7.034765265251746,7.548189317614084,0.017207984242973692,191
SLC16A10,4.445150863014026e-06,0.3528355275820214,4.698470979195032,7.408044526211289,7.7608800537933105,0.01722787746517132,222
SLC16A11,2.683109079476935e-06,0.3833721531266594,5.246976574106389,6.661129022498889,7.044501175625548,0.017853544767956937,134
SLC16A12,2.546951305294523e-05,0.2714421942469265,2.7165042544093514,9.853016298374998,10.124458492621924,0.016290571971261946,1272
SLC16A13,4.4051044588427285e-07,-0.0031818181817282465,5.964863865310803,4.459431618637297,4.456249800455569,0.01670725084393773,22
SLC16A14,1.701972177280145e-06,0.5344124747113836,6.50385898439536,5.861987112455575,6.396399587166958,0.016952718397917094,85
SLC16A2,3.9445708108728066e-06,0.12945845097323172,4.169363886943339,7.462103722987711,7.591562173960943,0.017161085461093666,197
SLC16A3,3.5020580447799695e-05,1.1499058747422026,4.568263815023751,9.368269512862708,10.518175387604911,0.016492992882278908,1749
SLC16A4,1.4817169543380087e-06,0.35996993249088227,5.882727791744807,5.837699649354262,6.197669581845144,0.01759673256267314,74
SLC16A5,2.342714644020906e-06,0.5059524622019929,6.004163865456479,6.346568031419778,6.852520493621771,0.01744578419720349,117
SLC16A6,4.445150863014026e-06,0.9940047319334466,6.95303531037079,6.766234490046769,7.760239221980216,0.01780071983499271,222
SLC16A7,1.4697030330866194e-05,0.5808843896994009,3.9759718341402945,8.826810372033709,9.40769476173311,0.017282958164890682,734
SLC16A8,1.4016241459954136e-07,0.5697142857143027,10.425055768729026,2.2359263506290326,2.8056406363433353,0.02206483951442136,7
SLC16A9,1.9222274002222817e-05,0.3947463644663358,3.2263944979774517,9.367171253399905,9.76191761786624,0.017579544504247282,960
SLC17A1,1.201392125138926e-07,-0.0006666666666497179,7.2641468494410635,2.584962500721156,2.5842958340545064,0.014892205265345645,6
SLC17A2,7.008120729977069e-07,0.5303682143476252,7.466756697898801,4.593429088311725,5.12379730265935,0.017592577270872326,35
SLC17A3,2.2025522294213642e-07,0.1798181818181419,7.428653348242581,3.2776134368191157,3.4574316186372576,0.018964080886309576,11
SLC17A4,7.809048813403019e-07,0.288301923187956,6.342714293178392,4.990279782853865,5.278581706041821,0.01829777795480152,39
SLC17A5,4.351041813211477e-05,0.25339645453139603,2.2059106714287657,10.521514604607233,10.77491105913863,0.01583208554350492,2173
SLC17A6,1.201392125138926e-05,0.7460843893684466,4.7373893995147105,8.390827535650551,9.136911925018998,0.016749459182835404,600
SLC17A7,9.010440938541945e-07,0.1705333333333634,5.863537593619915,5.314075318551897,5.48460865188526,0.017801706108281055,45
SLC17A9,1.62187936893755e-06,0.2290589506706624,5.376645224609696,6.0989885830781185,6.328047533748781,0.016701217071657195,81
SLC18A1,6.00696062569463e-08,-0.0006666666666683696,7.957294030001009,1.584962500721156,1.5842958340544877,0.021071307506925225,3
SLC18A2,1.6659304135259773e-05,0.896498807480576,4.753604002104811,8.677793993009859,9.574292800490435,0.016839571567293064,832
SLC18A3,4.805568500555704e-07,0.9759906251803265,10.156569788107054,3.6053885422075336,4.58137916738786,0.01731068231947184,24
SLC18B1,1.5197610383007413e-05,0.3863620176019804,3.458328473494564,9.066313795395684,9.452675812997665,0.016585015558687626,759
SLC19A1,3.4840371629028854e-06,0.2237423418349156,4.5779836674911305,7.192887317662941,7.416629659497857,0.016719841915045778,174
SLC19A2,9.27074256565538e-06,0.22927446384879957,3.582675384346682,8.555668977184684,8.784943441033484,0.017368868557738962,463
SLC19A3,2.803248291990827e-07,0.1404285714285991,6.9902613428389335,3.6644977792004614,3.8049263506290605,0.01846729043408825,14
SLC1A1,4.645382883870514e-06,0.4678405087580728,5.0139483741686055,7.354558635129851,7.822399143887924,0.01721551934876413,232
SLC1A2,3.1236195253612075e-06,0.3844387842524162,5.123473941725956,6.8759515587281,7.260390342980516,0.016617113098341345,156
SLC1A3,5.806728604838142e-07,0.4617163794595225,7.464867433889527,4.392126684633539,4.853843064093062,0.0163784028981343,29
SLC1A4,2.9333991055475443e-05,0.42943012189615715,2.8843505172297585,9.87159897084781,10.301029092743967,0.016256486631090698,1465
SLC1A5,1.717990738948664e-05,0.7363257990264263,4.1191765058653225,8.878637879547265,9.614963678573691,0.01678417429406285,858
SLC1A6,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
SLC1A7,1.4016241459954136e-07,0.6786982145947986,10.425055768729026,2.1280852788913944,2.806783493486193,0.012764747371031834,7
SLC20A1,1.5798306445576878e-05,0.5097702601896259,3.7425919422265195,8.995358034967722,9.505128295157348,0.016857725045447476,789
SLC20A2,2.5529582659202176e-05,0.21315287911922098,2.592813535696231,9.913763191368398,10.126916070487619,0.01635093402479974,1275
SLC22A1,9.210672959398432e-07,0.48762798917743044,6.992494985827733,5.028890488618677,5.516518477796107,0.017268917211927803,46
SLC22A11,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
SLC22A14,1.4016241459954136e-07,0.2840000000000171,8.474837991014574,2.5216406363433186,2.8056406363433357,0.02206483951436098,7
SLC22A15,6.667726294521039e-06,0.22116216977350334,3.888091230221736,8.107518532197446,8.32868070197095,0.016354063662371094,333
SLC22A16,2.0023202085648767e-07,-0.002600000000041902,6.753321225675073,3.321928094887362,3.3193280948873203,0.022654800818663317,10
SLC22A17,0.00022057559417550682,0.5956248821056693,1.9636380210027606,11.635172384118128,12.230797266223798,0.009840327106884882,11016
SLC22A18,7.748979207146072e-06,0.31968406369593616,3.9597757964910683,8.21619324444942,8.535877308145356,0.017000255440558033,387
SLC22A18AS,2.402784250277852e-07,-0.0011666666667622394,6.570999668881119,3.584962500721156,3.583795834054394,0.013895442925392744,12
SLC22A2,6.00696062569463e-08,-0.0013333333333349628,7.957294030001009,1.584962500721156,1.5836291673878211,0.029784410539108058,3
SLC22A23,7.608816792546532e-07,0.1522631578947502,5.972034679223679,5.09003277660148,5.24229593449623,0.01677214084949737,38
SLC22A25,6.00696062569463e-08,0.6659999999999983,12.54413870716376,0.9182958340544894,1.5842958340544877,0.021071307506925225,3
SLC22A3,1.882180996050984e-06,0.46886953089701233,6.136328855985595,6.070442309078415,6.5393118399754275,0.01889237430037995,94
SLC22A4,9.210672959398432e-07,0.07998358940208661,5.5113401704213505,5.436605434317882,5.516589023719969,0.01802808745017025,46
SLC22A5,9.591113799025758e-06,0.23144236396892204,3.5284197628739924,8.598998547161425,8.830440911130347,0.016989409679622657,479
SLC22A6,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
SLC23A1,6.00696062569463e-08,-1.5543122344752192e-15,7.957294030001009,1.584962500721156,1.5849625007211545,2.2598729860936256e-07,3
SLC23A2,2.7171485230225376e-05,0.21140616693356584,2.5324591335097866,9.993702396322563,10.205108563256129,0.01722525654589563,1357
SLC23A3,1.0011601042824384e-07,3.064215547965432e-14,7.446468406235018,2.321928094887362,2.321928094887393,0.0,5
SLC24A1,2.562969866963042e-06,0.20584654825900106,4.850198310483787,6.775352441389348,6.981198989648349,0.01680571729927613,128
SLC24A2,4.204872437986241e-07,0.545894047825151,8.246854345313505,3.844232898763192,4.390126946588343,0.014276504950596632,21
SLC24A3,2.0223434106505254e-06,0.14342535544530932,4.912408487925829,6.499795641167636,6.643220996612945,0.01707062620816938,101
SLC24A5,8.009280834259507e-08,-0.0004999999999983906,7.669611957549228,2.0,1.9995000000000016,0.01580348062918229,4
SLC25A1,0.0001069639455415357,0.2783891222101893,1.6401990942536835,11.419946127366252,11.698335249576441,0.01292261171636749,5342
SLC25A10,1.2854895738986508e-05,0.24258067631135205,3.2782193707322236,8.985824673258753,9.228405349570105,0.017175877205595956,642
SLC25A11,3.135633446612597e-05,0.14666967909486672,2.2931956558478417,10.236655139354308,10.383324818449175,0.015292222771286583,1566
SLC25A12,8.970394534370647e-06,0.17647021285329778,3.4666059874456017,8.562826183170026,8.739296396023324,0.01675337197135274,448
SLC25A13,1.249447810144483e-05,0.20652096702147382,3.251572559418467,8.98405750729605,9.190578474317524,0.01705329213578916,624
SLC25A14,1.5938468860176418e-05,0.31609250729561644,3.2479007595371683,9.200653743059982,9.516746250355599,0.016988344861177118,796
SLC25A15,1.281484933481521e-06,0.2203340269868841,5.628468829007234,5.769454882778696,5.98978890976558,0.017713282023888548,64
SLC25A16,7.428607973775692e-06,0.08568761418103499,3.4544529435003146,8.39307891435082,8.478766528531855,0.016632177891486022,371
SLC25A17,1.8901902768852435e-05,0.19716910535729681,2.8332893361921205,9.543296796669992,9.740465902027289,0.016669897653437318,944
SLC25A18,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
SLC25A19,3.9445708108728066e-06,0.06463544277698041,4.002311053725087,7.526849344826105,7.591484787603085,0.01778861660609729,197
SLC25A2,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
SLC25A20,2.5509559457116527e-05,0.13098041737915977,2.4398861927031508,9.9955282000009,10.12650861738006,0.016601442533577405,1274
SLC25A21,8.60997689682897e-07,0.475648546562045,7.244065047264043,4.943592952326203,5.4192414988882485,0.01838233446107345,43
SLC25A22,4.819584742015658e-05,0.24135737083011755,2.1134330040644165,10.649009792514194,10.890367163344312,0.015485803508871437,2407
SLC25A23,4.6634037657475975e-05,0.3283451443577974,2.265316441797331,10.524536884833497,10.852882029191294,0.01614328726644828,2329
SLC25A24,3.610183336042473e-05,0.2527727410940219,2.385796938807041,10.301090912703057,10.553863653797078,0.016374754185835252,1803
SLC25A25,4.2489234825746683e-05,0.36711863860277383,2.4118853267860954,10.379597989274567,10.74671662787734,0.015257931896158346,2122
SLC25A26,3.0495336776443072e-05,0.24357373810085292,2.5012510462524555,10.10519866936241,10.348772407463263,0.01590194327437058,1523
SLC25A27,3.3839211524746417e-06,0.07272488484971262,4.171992733991968,7.301738090115537,7.374462974965249,0.017790812478997872,169
SLC25A28,3.6382158189623806e-05,0.340067174334747,2.5130904445182543,10.223763251811578,10.563830426146325,0.01628330551300857,1817
SLC25A29,2.7692088484452243e-05,0.14871289629453166,2.396544314559766,10.079762895235241,10.228475791529773,0.016064205958349554,1383
SLC25A3,0.0003156657808802528,0.25357642545266046,0.9561689176861129,12.161535918493717,12.415112343946378,0.008534770086308466,15765
SLC25A30,6.82791191120623e-06,0.3694103123296193,4.28462543937167,7.991225876187493,8.360636188517113,0.017149867447266015,341
SLC25A31,6.00696062569463e-08,0.6666666666666651,12.54413870716376,0.9182958340544894,1.5849625007211545,2.2598729860936256e-07,3
SLC25A32,1.9342413214736708e-05,0.11304458734843159,2.639341951358305,9.658328667117894,9.771373254466326,0.017257004436041824,966
SLC25A33,2.1124478200359447e-05,0.17157428932634033,2.6845421606963984,9.713967079332868,9.885541368659208,0.015730418687838654,1055
SLC25A34,1.1293085976305904e-05,0.6459416714368107,4.423161686094452,8.40695374170241,9.05289541313922,0.01690743953159201,564
SLC25A35,6.387401465321956e-06,0.32427619812624986,4.184529438361675,7.943480913090435,8.267757111216685,0.01711643309879475,319
SLC25A36,4.22089099965476e-05,0.3877532496106433,2.5226244380799367,10.350546627271754,10.738299876882397,0.015511532959707214,2108
SLC25A37,9.713255331748217e-05,1.2112221872468378,3.859320088886334,10.401717044412132,11.61293923165897,0.013066918751072272,4851
SLC25A38,2.6690928380169805e-05,0.21224787723619265,2.5528793523338305,9.97071512812493,10.182963005361122,0.015656872145909485,1333
SLC25A39,0.00028737299633323107,0.29679824213656225,1.1232136689008687,12.075028424125072,12.371826666261635,0.0089392725461911,14352
SLC25A4,9.106552308553059e-05,0.1888796625662792,1.5879975065331222,11.364488976385692,11.553368638951971,0.01369850751512152,4548
SLC25A40,8.609976896828969e-06,0.304183959657621,3.7586538838194463,8.37782452176113,8.682008481418752,0.017052392673623448,430
SLC25A41,1.802088187708389e-07,-0.0004444444444478002,6.8586817413329,3.169925001442312,3.1694805569978644,0.00992813685638647,9
SLC25A42,1.4256519884981922e-05,0.3491663129585518,3.4599715047419832,9.018446949170132,9.367613262128684,0.01685452280471786,712
SLC25A43,5.045846925583489e-06,0.07212601731064971,3.794437741762211,7.866168812388806,7.938294829699456,0.01731798152445119,252
SLC25A44,2.0543805339875634e-05,0.21163999858808147,2.7891145745688948,9.637861089670196,9.849501088258277,0.016288735178792386,1026
SLC25A45,1.4817169543380087e-06,0.09680060962832826,5.082120280998032,6.101345257520842,6.1981458671491705,0.01752828360479074,74
SLC25A46,2.224577751715578e-05,0.15962608578883852,2.5959976159467577,9.792532736390552,9.95215882217939,0.016818438808005133,1111
SLC25A47,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
SLC25A48,1.4016241459954136e-07,1.7319479184152442e-14,7.109996169613805,2.807354922057604,2.8073549220576215,0.0,7
SLC25A5,0.0003044127413081182,0.3647456584460844,1.1541519535512466,12.033528884395619,12.398274542841703,0.008377637332257493,15203
SLC25A51,1.0331972276194763e-05,0.26566556022624965,3.5355611687161015,8.666627376492778,8.932292936719028,0.017201306422620206,516
SLC25A52,4.0046404171297534e-07,-0.0026000000000783174,6.060174045115128,4.321928094887363,4.319328094887284,0.015913516289146782,20
SLC25A53,9.09053374688454e-06,0.19756255398172407,3.524796506985469,8.559985601809297,8.75754815579102,0.01646237744241545,454
SLC25A6,0.00047022487777937565,0.21964784652845104,0.7247458005477919,12.344797844927111,12.564445691455562,0.0066391577016459875,23484
SLC26A1,6.00696062569463e-08,-0.0006666666666683696,7.957294030001009,1.584962500721156,1.5842958340544877,0.021071307506925225,3
SLC26A10,5.005800521412191e-07,0.31592000000005527,7.156409382078209,4.323856189774724,4.639776189774779,0.01831266227366717,25
SLC26A11,1.0852575530421632e-05,0.13948124241988324,3.209262939856797,8.85886573875488,8.998346981174763,0.01720627831130403,542
SLC26A2,1.996313247939182e-05,0.3017074137478062,2.9923617247707033,9.50993876153036,9.811646175278167,0.01657311727530853,997
SLC26A3,2.0023202085648767e-07,2.1631484454402807,26.524313433336697,1.1567796494470395,3.31992809488732,0.019899748745487007,10
SLC26A4,1.701972177280145e-06,0.5223090026978294,6.383524909934552,5.873981818439738,6.396290821137567,0.017558022437424017,85
SLC26A5,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
SLC26A6,4.7655220963844065e-06,0.17708606017233386,4.103754262934811,7.680449906128726,7.85753596630106,0.01740160896975477,238
SLC26A7,2.803248291990827e-07,-0.0017142857142578016,6.41684898905386,3.807354922057604,3.8056406363433464,0.015555037233122085,14
SLC26A8,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
